"category","displayName","subFolder","name"
"Attestation","Manual Policy per subscription","C:\Src\Azure\Community-Policy\\Attestation\manual-policy-per-subscription","45cbca17-bd6d-49c7-8ef8-b7649d32f6c0"
"Authorization","Allowed Principal Ids","C:\Src\Azure\Community-Policy\\Authorization\allowed-principal-ids","294c1b68-0e15-4b02-bad3-801d0339bb9b"
"Authorization","Allowed Role Definitions","C:\Src\Azure\Community-Policy\\Authorization\allowed-role-definitions","486c3b41-81fb-4433-abd0-81167a2762da"
"Authorization","Allowed Role Definitions For Specific Principal IDs","C:\Src\Azure\Community-Policy\\Authorization\allowed-role-definitions-for-specific-principal-ids","3f1bde46-4a10-441d-bb62-c6ffc5ad0d92"
"Authorization","Audit Role Assignments For Specific Principal Type","C:\Src\Azure\Community-Policy\\Authorization\audit-role-assignments-for-specific-principal-type","c999c8d5-6387-4b34-b3a4-0eb8a07af5ee"
"Authorization","Audit Specified Resource Type For Any Lock","C:\Src\Azure\Community-Policy\\Authorization\audit-specified-resource-type-for-any-lock","90ed0d51-2642-442f-b50c-f9a1b287a09c"
"Authorization","Custom roles are not allowed","C:\Src\Azure\Community-Policy\\Authorization\custom-roles-are-not-allowed","30451e59-638a-4313-a426-49b27b1bf97a"
"Authorization","Deploy or audit for a specific role assignment at the subscription scope","C:\Src\Azure\Community-Policy\\Authorization\deploy-or-audit-for-a-specific-role-assignment-at-the-subscription-scope","7700791c-4631-45b6-9880-3a493d1827a5"
"Authorization","Disallowed Role Definitions","C:\Src\Azure\Community-Policy\\Authorization\disallowed-role-definitions","c91285dc-6f65-477e-b5ca-b49f7bdca817"
"Automation","Audit encryption of Automation account variables","C:\Src\Azure\Community-Policy\\Automation\audit-encryption-of-automation-account-variables","fdadbfa5-162a-4d33-a804-c22efc03970d"
"Automation","Deploy DSC Extension to Azure VM and Arc connected machines","C:\Src\Azure\Community-Policy\\Automation\deploy-dsc-extension-to-azure-vm-and-arc-connected-machines","c199fb0c-4bef-41f2-ba24-3b4847e54b25"
"Automation","Onboard Azure VM and Arc connected machines to Azure Automation DSC","C:\Src\Azure\Community-Policy\\Automation\onboard-azure-vm-and-arc-connected-machines-to-azure-automation-dsc","ad11fc16-1453-4daa-93d6-bba6e9f1e07e"
"Azure Arc","Configure Windows Arc-enabled machines to enable Windows Admin Center Extension","C:\Src\Azure\Community-Policy\\Azure Arc\deploy-wac-extension-to-azure-arc-connected-machines","0e4b8929-3957-46e0-bc05-0e34ce4c5f3e"
"Azure Databricks","Audit - Databricks should use customer-managed key for encrypting DBFS","C:\Src\Azure\Community-Policy\\Azure Databricks\audit-databricks-should-use-customer-managed-key-for-encrypting-dbfs","06890ef8-c043-4a48-a791-58e95b6d5c11"
"Azure Databricks","Audit - Databricks should use customer-managed key for encrypting managed services","C:\Src\Azure\Community-Policy\\Azure Databricks\audit-databricks-should-use-customer-managed-key-for-encrypting-managed-services","f795ec9f-7c96-49bd-9e68-a0265222164c"
"Azure Purview","Deploy Purview account CanNotDelete lock","C:\Src\Azure\Community-Policy\\Azure Purview\deploy-purview-account-cannotdelete-lock","7adb4ad7-b400-441f-afdc-aa5d3812f632"
"Backup","Append specified values for encryption using customer managed keys and infrastructure encryption for Azure Backup","C:\Src\Azure\Community-Policy\\Backup\append-specified-values-for-encryption-using-customer-managed-keys-and-infrastructure-encryption-for-azure-backup","638b060e-c9a7-4649-853b-5a74a9c1a1c4"
"Backup","append-backup-rsvault-cmk","C:\Src\Azure\Community-Policy\\Backup\append-backup-rsvault-cmk","ad1c2679-c3cc-486c-94ae-ca4e6d260ae9"
"Backup","Resource Lock should be enabled","C:\Src\Azure\Community-Policy\\Backup\resource-lock-should-be-enabled","5c91215f-8ca0-4ca3-8b56-a4a3ec336d8d"
"Backup","vm-backup-without-tag","C:\Src\Azure\Community-Policy\\Backup\vm-backup-without-tag","7af362f3-2e06-441d-9eec-f83ad36774d1"
"Backup","vm-tag-based-backup","C:\Src\Azure\Community-Policy\\Backup\vm-tag-based-backup","d435b2b5-6c7a-47de-ac0b-b5aa3646b4e0"
"Batch","Audit enabling of diagnostic logs in Batch accounts","C:\Src\Azure\Community-Policy\\Batch\audit-enabling-of-diagnostic-logs-in-batch-accounts","702c34cf-3c67-4485-aec6-d196face8bde"
"Budget","Deploy subscription budget in MG","C:\Src\Azure\Community-Policy\\Budget\deploy-subscription-budget-in-mg","6bd66aff-f8f2-4e98-a276-619a78b00e79"
"Cache","Azure Redis Cache should supports 'Standard replication'","C:\Src\Azure\Community-Policy\\Cache\azure-redis-cache-should-supports-'standard-replication'","8fefe846-bf48-4882-a717-a451275655ef"
"Cognitive Services","Audit OpenAI instances public access enabled","C:\Src\Azure\Community-Policy\\Cognitive Services\public-access-restriction","5e68f029-0f81-4ee3-b578-705b0fdb237c"
"Cognitive Services","Audit OpenAI instances with content filtering enabled","C:\Src\Azure\Community-Policy\\Cognitive Services\audit-content-logging","5e68f029-0f81-4ee3-b578-705b0fdb237d"
"Cognitive Services","Configure a private DNS Zone ID for Cognitive Services account groupID","C:\Src\Azure\Community-Policy\\Cognitive Services\configure-a-private-dns-zone-id-for-cognitive-services-account-groupid","5d34e716-cc45-4649-8a05-f1f7deaf2f36"
"Cognitive Services","Permit only approved OpenAI models","C:\Src\Azure\Community-Policy\\Cognitive Services\permit-only-approved-openai-models","d3eaceb3-3727-4260-a4ce-a968f69d70e5"
"Cognitive Services","Permit only approved types of Cognitive Services","C:\Src\Azure\Community-Policy\\Cognitive Services\permit-only-approved-types-of-cognitive-services","976f4210-7bab-43c4-a3ac-45cebb0c4b12"
"Compute","Allow custom VM image from a Resource Group","C:\Src\Azure\Community-Policy\\Compute\allow-custom-vm-image-from-a-resource-group","841c8cb0-cce0-4716-a026-5254dd6468c6"
"Compute","Allowed Disk states for Azure Disks","C:\Src\Azure\Community-Policy\\Compute\allowed-disk-states-for-azure-disks","2e518796-a201-4c03-9c43-5f41ef36ee83"
"Compute","Allowed Disk states for Snapshots","C:\Src\Azure\Community-Policy\\Compute\allowed-disk-states-for-snapshots","3fadc318-0f23-4880-a82e-34ab659ed1ed"
"Compute","allowed-disk-skus","C:\Src\Azure\Community-Policy\\Compute\allowed-disk-skus","b339de02-b1a6-4ecb-badd-907b37e5374f"
"Compute","allowed-vm-os","C:\Src\Azure\Community-Policy\\Compute\allowed-vm-os","627ba003-4e9b-477d-b1f1-51bb08441b6e"
"Compute","Approved VM images","C:\Src\Azure\Community-Policy\\Compute\approved-vm-images","35c89f34-7393-412c-ad0b-cc0b9f2094ef"
"Compute","Audit if extension does not exist","C:\Src\Azure\Community-Policy\\Compute\audit-if-extension-does-not-exist","3752bb81-7d05-4e98-852f-49fe27b0b3d7"
"Compute","Audit OS and data disks encrypted without a customer-managed key","C:\Src\Azure\Community-Policy\\Compute\audit-os-and-data-disks-encrypted-without-a-customer-managed-key","8fd16e35-18a1-4fc0-8d1a-e43cc95ec990"
"Compute","Audit SSH Auth on Existing Resources","C:\Src\Azure\Community-Policy\\Compute\audit-ssh-auth-on-existing-resources","fa259b72-36b2-456f-9c7b-d6cc8e46d188"
"Compute","Audit use of classic virtual machines","C:\Src\Azure\Community-Policy\\Compute\audit-use-of-classic-virtual-machines","9e08a937-bf18-436a-b14b-da18e7475012"
"Compute","Audit Virtual Machine Auto Shutdown","C:\Src\Azure\Community-Policy\\Compute\audit-virtual-machine-auto-shutdown","f4ecff81-46b8-4b30-9d28-05a6d74ba49b"
"Compute","Audit Virtual Machine Scale Sets without automatic OS upgrade enabled","C:\Src\Azure\Community-Policy\\Compute\audit-virtual-machine-scale-sets-without-automatic-os-upgrade-enabled","4bebdb08-30b3-42c9-b247-e96f50515502"
"Compute","Audit VM BYOL Compliance","C:\Src\Azure\Community-Policy\\Compute\audit-vm-byol-compliance","0932fbee-733b-4745-ae2d-f7ebf2b462b5"
"Compute","audit-vms-based-on-marketplace-acg-images","C:\Src\Azure\Community-Policy\\Compute\audit-vms-based-on-marketplace-acg-images","f858ee3e-c148-4be0-9286-62b66d581c76"
"Compute","audit-vmsss-based-on-marketplace-acg-images","C:\Src\Azure\Community-Policy\\Compute\audit-vmsss-based-on-marketplace-acg-images","fee658d2-1ff4-4e90-a26f-e18b3cb8ff6f"
"Compute","blocked-disk-skus","C:\Src\Azure\Community-Policy\\Compute\blocked-disk-skus","38dfed9b-a4e8-4c1e-9842-4a56eb19574d"
"Compute","COMPUTE - Deploy Defender for Servers","C:\Src\Azure\Community-Policy\\Compute\compute-deploy-defender-for-servers","71eb9bc3-ca83-4f21-b567-853f6627dff6"
"Compute","Configure managed disks to disable public access","C:\Src\Azure\Community-Policy\\Compute\configure-managed-disks-to-disable-public-access","136669a6-4321-44e7-9c64-be63d1aeb921"
"Compute","Create Delete Lock on specified Azure VMs","C:\Src\Azure\Community-Policy\\Compute\create-delete-lock-on-specified-azure-vms","26da082e-29f6-4b47-b640-89010f2a598e"
"Compute","Create VM using Managed Disk","C:\Src\Azure\Community-Policy\\Compute\create-vm-using-managed-disk","647f8568-2711-4920-b7f1-e011c1ca6e1f"
"Compute","Deny data access authentication mode","C:\Src\Azure\Community-Policy\\Compute\deny-data-access-authentication-mode","9f4de327-feaa-4825-a42c-03e45010c66a"
"Compute","Deny hybrid use benefit","C:\Src\Azure\Community-Policy\\Compute\deny-hybrid-use-benefit","edb76111-e0f0-4451-a840-eb63ad1e3df2"
"Compute","Deny SSH Auth on New VMs","C:\Src\Azure\Community-Policy\\Compute\deny-ssh-auth-on-new-vms","1a5db520-c50b-49b7-b2e1-ccdec804b2af"
"Compute","Deploy Azure Hybrid Benefit for Windows.","C:\Src\Azure\Community-Policy\\Compute\deploy-azure-hybrid-benefit-for-windows","0ad1b72f-ed9c-40aa-84cf-6e4f2820bc59"
"Compute","Deploy default Log Analytics VM Extension for Linux VMs.","C:\Src\Azure\Community-Policy\\Compute\deploy-default-log-analytics-vm-extension-for-linux-vms","e02e25b2-423e-4e61-8651-c708cc8d5b42"
"Compute","Deploy default Log Analytics VM Extension for Windows VMs.","C:\Src\Azure\Community-Policy\\Compute\deploy-default-log-analytics-vm-extension-for-windows-vms","23e3ec2b-5d35-4231-b830-05cd62cbfdcc"
"Compute","Deploy hybrid use for Windows Server","C:\Src\Azure\Community-Policy\\Compute\deploy-hybrid-use-for-windows-server","7a53edd3-ebf5-4698-a52a-8c031406a20e"
"Compute","Deploy Linux VM Application","C:\Src\Azure\Community-Policy\\Compute\deploy-linux-vm-app","b83d392d-3a11-41ac-bf39-c6ee381b9255"
"Compute","Deploy Microsoft IaaSAntimalware extension for Custom Windows Images","C:\Src\Azure\Community-Policy\\Compute\deploy-microsoft-iaasantimalware-extension-for-custom-windows-images","1d954976-e0de-4243-92f2-b210ba4db5d4"
"Compute","Deploy VM auto shutdown","C:\Src\Azure\Community-Policy\\Compute\deploy-vm-auto-shutdown","fcf1adae-9b7f-4359-927a-5d35c93cbe89"
"Compute","Deploy Windows VM Application","C:\Src\Azure\Community-Policy\\Compute\deploy-windows-vm-app","25c202a4-16b4-403f-82d4-0dba3e3e689a"
"Compute","Enable automatic OS upgrade on Virtual Machine Scale Sets","C:\Src\Azure\Community-Policy\\Compute\enable-automatic-os-upgrade-on-virtual-machine-scale-sets","8979aa44-e880-4b3f-b0f5-6f6ab4a8b93a"
"Compute","Enforce hybrid use benefit","C:\Src\Azure\Community-Policy\\Compute\enforce-hybrid-use-benefit","d43bf7cc-c56d-4226-a92a-106151aae196"
"Compute","Enforce Redhat hybrid use benefit","C:\Src\Azure\Community-Policy\\Compute\enforce-redhat-hybrid-use-benefit","23aee5bc-ea1a-43f5-b5ff-4566562de5ee"
"Compute","Not allowed VM Extensions","C:\Src\Azure\Community-Policy\\Compute\not-allowed-vm-extensions","24a44bf6-3651-44f4-bb82-68c80e1c9a48"
"Compute","Only allow a certain VM platform image","C:\Src\Azure\Community-Policy\\Compute\only-allow-a-certain-vm-platform-image","eb7bff80-fb1c-4245-9837-9036c30b4f50"
"Compute","Only allow images from certain image publishers to be deployed","C:\Src\Azure\Community-Policy\\Compute\only-allow-images-from-certain-image-publishers-to-be-deployed","93998338-fca3-4e49-b605-e9eeed2bae79"
"Compute","Only approved VMSS extensions should be installed","C:\Src\Azure\Community-Policy\\Compute\only-approved-vmss-extensions-should-be-installed","017def49-4d59-46c7-9740-5b5a5127e0a7"
"Compute","Prevent deployment of Windows VM or VMSS without BYOL","C:\Src\Azure\Community-Policy\\Compute\prevent-deployment-of-windows-vm-or-vmss-without-byol","4da7deca-a87a-4c88-9e39-a6249b1a0ca2"
"Compute","VM use allowed Images","C:\Src\Azure\Community-Policy\\Compute\vm-use-allowed-images","29750e03-2a09-4e55-9b40-a99920cb63b1"
"Compute","VMAccess virtual machine extension for Linux","C:\Src\Azure\Community-Policy\\Compute\vmaccess-virtual-machine-extension-for-linux","980f4300-a120-446c-9a6b-e299a845b931"
"Container Registry","Container Registries enable retention policy","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-enable-retention-policy","8b36505e-b96f-4ab9-a5ed-aefd19476d2c"
"Container Registry","Container Registries enable soft delete policy","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-enable-soft-delete-policy","243a97b3-575e-4513-be30-4f38fb52c1c4"
"Container Registry","Container Registries enable trust policy","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-enable-trust-policy","6889cb02-72b8-423a-98fe-4e24d5c79873"
"Container Registry","Container Registries enable zone redundancy","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-enable-zone-redundancy","ce56010a-4601-40cf-98d5-53aab6fd140f"
"Container Registry","Container Registries prevent access to trusted services","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-prevent-access-to-trusted-services","87d66c96-5b33-48cf-bc41-c1356bb565dc"
"Container Registry","Container Registries prevent managed identity","C:\Src\Azure\Community-Policy\\Container Registry\container-registries-prevent-managed-identity","13c851c9-b7ea-44da-9d09-808541f95806"
"Container Registry","Enforce Admin User is disabled on all Container Registry instances","C:\Src\Azure\Community-Policy\\Container Registry\enforce-admin-user-is-disabled-on-all-container-registry-instances","1df96548-c92f-40ee-8a01-28a104271dae"
"Cosmos DB","Audit automatic failover for Azure Cosmos DB","C:\Src\Azure\Community-Policy\\Cosmos DB\audit-automatic-failover-for-azure-cosmos-db","520f0cb0-e25c-417a-a919-7530acb05e13"
"Cosmos DB","Audit Automatic Failover for CosmosDB accounts","C:\Src\Azure\Community-Policy\\Cosmos DB\audit-automatic-failover-for-cosmosdb-accounts","350c4f55-a655-444f-95a3-af075bebccbb"
"Cosmos DB","Audit Cosmos DB Throughput Exceeding Max","C:\Src\Azure\Community-Policy\\Cosmos DB\audit-cosmos-db-throughput-exceeding-max","151e2bb7-ae7c-4d9f-92a8-1032f180eea6"
"Cosmos DB","Audit geo-replication for Azure Cosmos DB","C:\Src\Azure\Community-Policy\\Cosmos DB\audit-geo-replication-for-azure-cosmos-db","e73554a2-9ef4-4db7-8476-02b86896d946"
"Cosmos DB","Audit or Deny Cosmos DB | Multiple Write Locations not set as required","C:\Src\Azure\Community-Policy\\Cosmos DB\audit-or-deny-cosmos-db-multiple-write-locations-not-set-as-required","8b45d701-b78b-49fe-9cd6-25256134dded"
"Cosmos DB","Enforce Virtual Network Filtering on Cosmos DB accounts","C:\Src\Azure\Community-Policy\\Cosmos DB\enforce-virtual-network-filtering-on-cosmos-db-accounts","b27dbc0c-7703-4de5-9c2a-db755a35fe78"
"Cost Optimization","Unused App Service plans driving cost should be avoided","C:\Src\Azure\Community-Policy\\Cost Optimization\unused-app-service-plans-driving-cost-should-be-avoided","0724c16d-fd7c-46b7-adc0-bd0dfa57d4a6"
"Cost Optimization","Unused Disks driving cost should be avoided","C:\Src\Azure\Community-Policy\\Cost Optimization\unused-disks-driving-cost-should-be-avoided","055b1d22-872e-4ba9-bf93-c6cff8b8d8cb"
"Cost Optimization","Unused Public IP addresses driving cost should be avoided","C:\Src\Azure\Community-Policy\\Cost Optimization\unused-public-ip-addresses-driving-cost-should-be-avoided","8ce86601-a13e-4b74-a0ae-f5a0b193860a"
"Data Factory","Deny-DataFactory-IdentityType","C:\Src\Azure\Community-Policy\\Data Factory\deny-datafactory-identitytype","333fc656-a811-49ab-ab07-66796c9a21d5"
"Data Factory","Prevent-DataFactory-ManagedSSISRuntime","C:\Src\Azure\Community-Policy\\Data Factory\prevent-datafactory-managedssisruntime","3d8b4ada-c3de-441e-aef0-338dcb293151"
"Data Lake","Audit enabling of diagnostic logs in Data Lake Analytics","C:\Src\Azure\Community-Policy\\Data Lake\audit-enabling-of-diagnostic-logs-in-data-lake-analytics","98b61f2f-b6aa-47d3-81b1-eb4a0716bd75"
"Data Lake","Enforce encryption on Data Lake Store accounts","C:\Src\Azure\Community-Policy\\Data Lake\enforce-encryption-on-data-lake-store-accounts","c6bf891f-45e2-4a3b-b6f9-b34d942923a9"
"Dev Test Labs","Allowed DevTestLabs Repo URL prefix","C:\Src\Azure\Community-Policy\\Dev Test Labs\allowed-devtestlabs-repo-url-prefix","aca94a15-a131-4a06-ab0e-89f57e28cc5c"
"Event Grid","Enforce event grid system topic handler type to be storage account","C:\Src\Azure\Community-Policy\\Event Grid\enforce-event-grid-system-topic-handler-type-to-be-storage-account","c49bc25e-0d5d-4959-9f56-4267c2d95b8a"
"Event Grid","Enforce event grid system topic source type to be storage account","C:\Src\Azure\Community-Policy\\Event Grid\enforce-event-grid-system-topic-source-type-to-be-storage-account","43f11532-13c6-41b3-ab19-a5de5f8cd8a1"
"Event Hub","Audit authorization rules on Event Hub namespaces","C:\Src\Azure\Community-Policy\\Event Hub\audit-authorization-rules-on-event-hub-namespaces","3d9b055f-ba04-40c9-b40c-0b6bf5275726"
"Event Hub","Audit existence of authorization rules on Event Hub entities","C:\Src\Azure\Community-Policy\\Event Hub\audit-existence-of-authorization-rules-on-event-hub-entities","72d52002-7cc3-42b9-9aa6-5d39af1e00f1"
"Event Hub","Deny - Configure Event Hubs to allow only certain SKUs","C:\Src\Azure\Community-Policy\\Event Hub\deny-configure-event-hubs-to-allow-only-certain-skus","ef3bdb07-fc6c-4901-a49d-aeb376f65caf"
"Event Hub","Deny - Configure Event Hubs to disable public network access","C:\Src\Azure\Community-Policy\\Event Hub\deny-configure-event-hubs-to-disable-public-network-access","3e33f017-b705-443c-95c0-71e707fef8d6"
"Event Hub","Deny - Configure Event Hubs to use availability zones","C:\Src\Azure\Community-Policy\\Event Hub\deny-configure-event-hubs-to-use-availability-zones","45e750b3-fd9e-4079-a63f-2b9e4efa4a4c"
"Event Hub","Event Hub firewall should only allow certain IPs","C:\Src\Azure\Community-Policy\\Event Hub\event-hub-firewall-should-only-allow-certain-ips","bcb95ef4-f1df-414d-ac57-8a4e308512ba"
"Event Hub","Event Hub namespaces should have the specified minimum TLS version","C:\Src\Azure\Community-Policy\\Event Hub\event-hub-namespaces-should-have-the-specified-minimum-tls-version","4b282e56-3249-4812-8ab8-6e0f208cea7b"
"General","allowed-nc-for-allowed-locations-for-rgs","C:\Src\Azure\Community-Policy\\General\allowed-nc-for-allowed-locations-for-rgs","196a1902-cfbe-448e-9940-449e13251ee2"
"General","Audit Resource Locks on Resource Groups based on Tags","C:\Src\Azure\Community-Policy\\General\audit-resource-locks-on-resource-groups-based-on-tags","d55c656b-4caf-419d-adc1-aa5a2f99fb60"
"General","Deploy Resource Lock on RGs - tag exclusion","C:\Src\Azure\Community-Policy\\General\deploy-resource-lock-on-rgs-tag-exclusion","466ba28e-87e0-4202-906b-d4b399d11591"
"General","Match multiple name patterns.","C:\Src\Azure\Community-Policy\\General\match-multiple-name-patterns","c57d9f5d-39a7-4b98-a17a-d55df5b7b33d"
"General","Name pattern with like condition.","C:\Src\Azure\Community-Policy\\General\name-pattern-with-like-condition","84af5e9f-aeed-4e1d-b901-f3a595fc67d7"
"General","Name pattern with match condition.","C:\Src\Azure\Community-Policy\\General\name-pattern-with-match-condition","4af18e9a-6294-41a4-b048-e6b421719f26"
"General","require-resource-location-match-resourceGroup","C:\Src\Azure\Community-Policy\\General\require-resource-location-match-resourcegroup","e32e7ef8-047c-45d7-9a7a-a494ae29e975"
"General","Resource name contains resource group name","C:\Src\Azure\Community-Policy\\General\resource-name-contains-resource-group-name","dcae4a55-858e-487d-b9b8-a7bb76722c91"
"General","Use match condition on tag value.","C:\Src\Azure\Community-Policy\\General\use-match-condition-on-tag-value","c16955f5-8268-4875-9354-c8d81247ffe4"
"Key Vault","Audit if Key Vault has no virtual network rules","C:\Src\Azure\Community-Policy\\Key Vault\audit-if-key-vault-has-no-virtual-network-rules","59c76be0-ecd5-41cb-b7f9-f60b11645db8"
"Key Vault","Audit when a given service principal is assigned to the Key Vault data plane","C:\Src\Azure\Community-Policy\\Key Vault\audit-when-a-given-service-principal-is-assigned-to-the-key-vault-data-plane","e614dc30-4489-4e19-86b5-3fd5ae5cfa8b"
"Key Vault","Audit when a given service principal is not assigned to the Key Vault data plane","C:\Src\Azure\Community-Policy\\Key Vault\audit-when-a-given-service-principal-is-not-assigned-to-the-key-vault-data-plane","bd9473dd-0ab1-45a0-9776-ad76482b93e6"
"Key Vault","Deny creation of access policies with certificate authorities roles","C:\Src\Azure\Community-Policy\\Key Vault\deny-creation-of-access-policies-with-certificate-authorities-roles","2f7442af-c8c4-4487-87ca-5ca0723b9b1b"
"Key Vault","Deny deployment with access to specific services (VM, ARM, ADE)","C:\Src\Azure\Community-Policy\\Key Vault\deny-deployment-with-access-to-specific-services-vm,-arm,-ade","f902833b-4f12-4958-bc74-4b4068d2697e"
"Key Vault","Deny deployment with Azure RBAC enabled","C:\Src\Azure\Community-Policy\\Key Vault\deny-deployment-with-azure-rbac-enabled","2c6c0e99-0254-415e-9d1a-1b8621c93339"
"Key Vault","Deploy diagnostic setting for key vault to stream to event hub","C:\Src\Azure\Community-Policy\\Key Vault\deploy-diagnostic-setting-for-key-vault-to-stream-to-event-hub","87837b80-65c9-4c67-9b49-097ea38c9510"
"Key Vault","Enable soft-delete and purge protection on Key Vaults","C:\Src\Azure\Community-Policy\\Key Vault\enable-soft-delete-and-purge-protection-on-key-vaults","29162fc6-7a8f-4cd4-98d8-99ac1bffa6e5"
"Key Vault","Enforce key vault firewall blocking public access","C:\Src\Azure\Community-Policy\\Key Vault\enforce-key-vault-firewall-blocking-public-access","8d207454-abad-446e-a5fd-2e4279b663ef"
